Id,ProductId,UserId,ProfileName,HelpfulnessNumerator,HelpfulnessDenominator,Score,Time,Summary,Text
426759,B00213EU7I,AG0PUADP81ADK,"jc ""gluten-free""",0,0,5,1253318400,Oh my gosh delicious!,"Lucy's Cinnamon Thins are crispy, yummy and entirely too tempting! They taste like snickerdoodles,and I can't quit eating them!"
203993,B001QEEXCK,A3TJ7A7FO4GM47,John T. Shea,12,13,5,1135123200,Very Impressed,"After a lot of research, i decided to switch my 3-yr old Doberman from Iams to Canidae and have been very impressed with the product. Samson LOVES this stuff too, with the Iams I had to entice him to eat by mixing it with canned food/tablefood, but with the Canidae, he eagerly wolfs it down by itself. And why not? The first 4 ingredients are all meats- human-grade at that! Besides having less ""filler"", Canidae uses no corn products, which is good for dogs with allergies (corn is a common allergen in dogs). Some may balk at the price, but you are going to use less food per day then with the junk brands due to the high quality of indredients in this stuff. Besides, Canidae is considerably cheaper then most of the other top-shelf brands like Eagle Pack or Flint River. I'm just happy to be able to feed my dog a ""super-premium"" grade food knowing how much healthier this is for him, for just a few bucks more per bag then a mid-grade food like Iams or Pro Plan. When you look at it like that, I believe it's one of the best values in pet nutrition on the market today."
166716,B000TMS0QA,A2K9GNMX6ZX93M,wendy3330,0,0,5,1338422400,Fabulous!!!,"I bought this apple butter as a change of pace from my normal peanut butter or laughing cow light cheese spread.  It is absolutely delicious and very healthy.  It's more like a jelly but I am willing to compromise given the nutritional value.  Real apple butter is higher in everything ... calories, fat, sugars, etc.  My next purchase will be a case of it!"
257342,B0029NLV8G,A1QBOC76MIOJYP,MyPenName,1,1,5,1320364800,My cat loves it,"My cat loves this stuff! The nutrition is fair and it has alot of juice in the packet. It is a mixture of chunks of meat along with some shreads. It looks like real shreds of chicken. The sale price here at Amazon was awesome - less than half the price at my local stores for a whole case.<br /><br />I never have any trouble getting all of the food out of the pouch - it all slides right out. This particular flavor though for whatever reason does have a bit more product in the pouch and to make things easier when opening, I usually just cut the top off (to avoid any messes while tearing open) or, I tear from one side half way and then from the other side the rest of the way and the entire top comes off then. If there are any dribbles then, it is just a tiny bit on the side of the pouch and not on my hands at all and I do not get splattered with it. For some reason, the top usually never tears cleanly the whole way across if you try to tear it from one side only and it can be a little messy if you're in a hurry. It is not like it makes a huge mess though anyway, just a few drips here and there maybe. Cutting the top off instead of tearing it solves that though.<br /><br />The other Whiskas pouches that I like to use are the Choice Cuts varieties. They have nice big chunks in them instead of a bunch of mush or all shreds. My cat likes the chunkier ones better."
86568,B0007SN7B4,A2NNK0HTZUW3P6,"M. J. Hader ""The Only""",0,0,5,1301616000,Love this stuff!,"I'm not generally a fan of hot sauces.  However, when I initially came across this in a diner I gave it a sniff, and it smelled promising.  It was quite good with my steak that morning.  Now that I have it at home, I will admit it's a touch salty, but the flavor is quite savory in comparison to your run-of-the-mill hot sauces."
380154,B005VGZ49U,A35W3JQYP0M655,"Ambergris ""John Thomas""",1,1,5,1322784000,Great Tasting Low Salt Mix,"I recently bought some of this at a local market.  I decided to try it because for quite some time now I have purchased Morton's Light Salt to cut down on the some of the sodium I take in.  This Diamond Crystal blend is not only cheaper than the Morton's for a generous amount more, but it also taste better in my opinion.  Like the Morton's, it contains a full one third less sodium.  But where the Morton's uses the popular substitute Potassium Chloride that has a slight metallic taste to it, the main substitute ingredient in this Diamond Chrystal blend is Silicon Dioxide, which to me has a much more natural salt taste.  I prefer it over the potassium chloride, and as already mentioned, you get more for your money with this blend making it a sure deal. It took me no time at all to get used to it, and I use it in my cooking as well as in the shaker as well.  If you have trouble finding it locally, I suggest you pick it up by the case here on Amazon and you will be set for a year or more.  A real good salt substitute, (that does contain real salt as well) that I recommend..."
422062,B002OVICJO,A136BYILR08J32,Angelkitty's Mom,0,0,5,1211760000,Liv-a-littles chicken treats,"If you're looking for a yummy treat for your cat, try these.  After trying both the chicken and salmon flavors, my cats greatly preferred the chicken.  In fact, they love them.  These treats are 100% white-meat chicken, so you'll be giving your cat a truly healthy treat instead of one that's loaded with carbs and fat.  I will definitely buy these again."
216106,B001QY04Q4,A2EO70A3IS220F,Ann Marie Ritchie,1,1,5,1313539200,Favorite tea,This is my favorite tea.  It has that lovely flavor and aroma of Ceylon tea.  I drink way too many cups of it each day!  I only wish they had a decaf version.
17808,B000EVMNO6,A28DQF01VXVK41,K. Bryson,0,0,5,1261526400,Frog Gummies,I LOVE MY FROG GUMMY CANDY...I even shared it with the grand kids (even though I DON'T normally share with anyone).
136889,B001M1DUDU,A2BFA2D3MC3LL2,Tsu Dho Nihm,1,1,5,1332374400,Good packaging - no spills!,"I like this product enough that I used to buy at least a bottle a week locally - mostly to flavor my mineral water and ice tea, while adding some Vitamin C. I was scared to mail-order a 12-pack of glass bottles filled with liquid. I envisioned disaster. Not to worry. They were set in a special foam spacer insert and well-protected. They all arrived intact. The package was still easy to open. The price is really good. I would not hesitate to order again. Good job!"
286014,B000G32YEG,A35T8A43KFWD00,"Rye B. ""JOKI""",0,0,3,1319068800,Pleasant flavor- uneven quality,"I've noticed that with a lot of products on the market today- cereals and snack items like these soynuts, the quality of the food is increasingly subpar, i.e. there are almost always a few grains or other items/detritutus in the package that should not be there. A few of these beans, for example, look like they were dried w/ tiny black spots from dirt or perhaps insects? Some might attribute this to the fact that these beans are a product of China and while I do not think that its origins are the primary source of the problem, it might explain in part the low quality of the edamame. These green babies are tasty enough although the punch of the wasabi is low. Texture is reminiscent of freeze dried food but more solid. For me, the sodium level is just about right but I happen to believe that most products are too salty and that high sodium levels may have as much to do with American's expanding waist lines as HFCS. But back to the product at hand- would I order these again? Maybe, but I am more careful about each bean I pop into my mouth now. As a highly allergy sensitive individual, I can't afford to down bad beans no matter how tiny the black dots are."
38016,B0000CERZK,AJ37ZHM9OJK2R,"P. Boatman ""NonCharon""",2,4,1,1218758400,Disappointing,I planted mine in a separate area next to my yellow and mixed color sunflowers and they never sprouted. (shrugs)  I wonder if I got an old batch of seeds.
488358,B0013A0QXC,APNSHQ72ZIKOV,"Dr. Gedalia Snow Rowe ""GSR""",0,0,5,1231977600,Coffee Pod Shipment,We recommend buying the coffee pods through Amazon. They cost less than at the manufacturer's site.
246569,B002D4DY8G,A3EFSLEMHNPP6A,Senor Zoidbergo,0,0,2,1262044800,Artificial flavor...?!,"With a legendary name like Gevalia, I was disappointed to find that the coffee contains artificial flavors.  The outside packaging looks gourmet and epicurean, with gold lettering.  Unfortunately, artificial flavoring also plainly occupies the front face.<br /><br />The aroma from the coffee is quite pleasant, however, after brewing, the coffee itself is nothing to write home about.  In fact, it tasted rather bitter.<br /><br />I would not buy this item."
27076,B003ZNXCE0,A24P78ZUJ7F4T0,Karen,0,0,5,1334793600,Puppy Love!,My bishon/shitzu puppy loves these. They don't last as long as a rawhide more like a treat. The mini size are perfect for her!
484314,B00020HHGS,AMA4VS04DUD6B,Sydnie,0,0,5,1330387200,Awesome Tea,"I drank this tea at least 4 days a week during the last 6 weeks of my pregnancy.  I wish I did it the entire last trimester and everyday!  I had a 6 hour natural labor and delivery and I only pushed for 15 minutes.  My contractions, even at their most intense, only felt like strong menstrual cramps.  I brewed my tea double strength and then drank it with lemonade.  Delicious and refreshing!  Even on it's own as a hot tea, it's pretty palatable.  My last trimester was in the summer though, so I always drank it iced.  I also used Evening Primrose Oil suppositories for the last 5 weeks. I really believe that these two factors are the main reason why my labor and delivery was so fast and EASY!"
366708,B000GAT6MM,A399YZO3BLRA2R,julia,0,0,5,1329955200,so yummy in a smoothie,"These taste really great in smoothies! They add a creamy texture and a bit of a nutty flavor. What a great way to add protein to a veggie diet! Love them. They arrived fresh and packed nicely. If I ever run out of my 3 lb, I will order again from this seller."
324958,B000F8L4GG,A3VXIVJVGTVZWO,Joodly,1,1,5,1294444800,Almost as good as pay day!,"I bought the jumbo-size bars and love being able to help myself to one at home whenever I'm in the mood.  It's that combination of sweet caramel center and salty, crunchy peanut coating that does it for me.  The boxful arrived promptly and the contents were fresh and delicious, but since every bar is wrapped in plastic, they stay fresh too.  Really a fun buy."
447100,B003VN9536,A2T135XHAH82S4,Melfi,0,0,5,1347062400,excellent product,"We love Crystal Light Fruit Punch.  Granted, this is a LARGE amount of punch but works great when mixed in a very large container.  Nice price."
155117,B000GAT6NG,A1LFATOH854151,Sue Chamberlain,2,2,5,1334275200,Nutiva,"I have been using Nutiva coconut oil for over a year now and I love this product, the texture, the taste.. Wonderful and light and delicious ... I have tried other brands but they have a funny after taste. I substitute coconut oil for all my cooking and baking if I can.. I use half and half with butter to cut down the cholesterol but still get a buttery taste, I float a teaspoon on my hot chocolate for quick morning energy (divine) .. I pop the pop corn in my ""whirly pop"" machine... YUMMY."
545586,B001EQ4J92,A36MVN3U2K2AV7,"Martine Charlot ""Charlie""",0,0,5,1269561600,Never leave home w/o it !,I bought this online because I couldn't find it anywhere in the stores.  The packets are easy to use and I keep several in each purse so they're always at hand.  They spruce up the H2O in my water bottles and can even keep the tab at a restaurant a bit lower (if you dare !!!) lol
322591,B000FL08AQ,A2ZXZWBVIR7HAD,"Randi L. Macdonald ""CaliPoutine~""",11,13,5,1169164800,Great for diabetics,"I bought this because I'm a type 2 diabetic on Byetta.  I use it on my oatmeal and on fresh grapefruit.  I havent used it on anything else yet, but I plan to try it when I bake some granola.  Its very sweet with no aftertaste.  It also doesnt affect my blood sugar.  Great stuff."
265405,B000FL521G,ASAOZYFURR0M4,ktf,1,1,5,1181433600,AWESOME alternative to refined sugar,"Absolutely the way to go if you're cutting refined sugar.  Low glycemic index, tastes like sugar, great for diabetics."
250866,B000I4T41O,A3UUC7TKRERZBS,M. Lerbs,1,1,5,1204761600,Tastes Great!,"I absolutely love this product and most of the flavors.  It is not sold in stores by me any longer, so was delighted to find it here.  Much better than the same type of drink sold by the other big name company's."
374004,B000LKV7T2,AHQGI7MRN65BH,bikingbabe in MA,0,0,5,1340323200,Totally addictive,"I almost do not want to purchase Green and Black chocolate as I cannot stop at one piece but devour the entire bar.  ALL their chocolate has this effect on me but particularly this almond one as the almonds are whole, not pieces, and the chocolate is SO SMOOTH that it truly melts in your mouth.  I consider it health food as it has almonds, right."
357331,B000LRH7GC,A2LFTIV6V72ILG,Indy John,1,1,5,1329004800,Old Boy's Easy Bacalo,"I am the family butcher who at home, salt-cures and smokes the bacons, hams and variety meats for my family and a few friends.<br />This Salt Cured Cod was bought online again, as this Cod is not on my grocer's shelf.<br /><br />A simple man's recipe;<br />Rinse 1/2 the cod, then with a sturdy knife, cut the cod into polite size pieces.<br />In a large bowl, cover the cod with water and refrigerate. Change water and turn cod twice daily, until you soak out enough salt, taste the salt level after 4th water change.<br /><br />In a large skillet, melt a stick of butter.<br />Drain a jar of roasted sweet peppers and cut into polite size pieces.<br />Add cod and peppers to the warm skillet.<br />Bring to slow simmer for 10 minutes.<br /><br />Serve with jasmine rice or a baguette type bread.<br />Leftovers reheat quite well."
155958,B001F2GDNK,A2GCNZU5ZZWLH9,Lexie,0,5,1,1316476800,Unpleasant Order,My dog just smells the food and walks away. We have tried wetting the food mixing tuna fish water drained from the canned tuna.<br />Just something about the content that gives the food an smell Lexie doesn't care for.<br />Our dog is thirteen years old and is spoil to one type of dry dog food.<br />We can not recommend this product.
547723,B006HYLW32,A1LTNRGWZFY4C9,GROUCHHUNTER,0,0,3,1253232000,TOTALLY LOVE POPCHIPS!,"I am totally addicted to POPCHIPS!  This is a very plain flavor, but tasts ok - it is not my favorite but I can eat them.  It tates better than a plain chip - not greasy or anything.  Around 100 calories and 3 grams of fat is still a very good snack, in my opinion.  I would buy these again."
331114,B001UJCKCG,A1OEXW2VO7E8SC,Gina,0,0,1,1334016000,DO NOT PURCHASE,This was gross. No other way to describe it. The pasta is horrible. There are so many other pasta options. Do not waste your money or taste buds on this.
236606,B008YA1NWC,A3Q82OOSCTLLMR,Sarah Brunelle,0,0,5,1305849600,So yummy,"To be honest I'm not a huge Green Mountain Roasters fan, and I'm from VT so I've tried just about every flavor they've come up with at one point or another, but I love their Island Coconut, and it drives me crazy that their best flavor is only available during the summer...or at least from them. Amazon, however, seems to have it all the time, I suspect someone over there loves this flavor as much as I do. If you like coconut and coffee you have to try this one, it's like being on a tropical island."
