Id,ProductId,UserId,ProfileName,HelpfulnessNumerator,HelpfulnessDenominator,Score,Time,Summary,Text,Processed_Summary,Processed_Text,ROUGE-1 Precision,ROUGE-1 Recall,ROUGE-1 F1,ROUGE-2 Precision,ROUGE-2 Recall,ROUGE-2 F1,ROUGE-L Precision,ROUGE-L Recall,ROUGE-L F1
383365,B00423UVBO,A3S73OIUJKMNS9,Liz,0,0,5,1349827200,Fantastic for Training Dogs and Cats,"These treats have all that I could ask for. They are small, grease-free, non-crumbly, contain few ingredients, contain an interesting variety of flavors, and are super-appealing to both my dog and cats. These treats hold together better than other freeze-dried treats I've used. The Trail Mix bits are used as high-value rewards for extra good behavior and they're much easier to port around and cleaner than cheese or hot dogs.",fantastic training dogs cats,treats could ask small greasefree noncrumbly contain ingredients contain interesting variety flavors superappealing dog cats treats hold together better freezedried treats ve used trail mix bits used highvalue rewards extra good behavior re much easier port around cleaner cheese hot dogs,0.043478260869565216,0.5,0.08,0.022222222222222223,0.3333333333333333,0.04166666666666667,0.043478260869565216,0.5,0.08
484314,B00020HHGS,AMA4VS04DUD6B,Sydnie,0,0,5,1330387200,Awesome Tea,"I drank this tea at least 4 days a week during the last 6 weeks of my pregnancy.  I wish I did it the entire last trimester and everyday!  I had a 6 hour natural labor and delivery and I only pushed for 15 minutes.  My contractions, even at their most intense, only felt like strong menstrual cramps.  I brewed my tea double strength and then drank it with lemonade.  Delicious and refreshing!  Even on it's own as a hot tea, it's pretty palatable.  My last trimester was in the summer though, so I always drank it iced.  I also used Evening Primrose Oil suppositories for the last 5 weeks. I really believe that these two factors are the main reason why my labor and delivery was so fast and EASY!",awesome tea,drank tea least 4 days week last 6 weeks pregnancy wish entire last trimester everyday 6 hour natural labor delivery pushed 15 minutes contractions even intense felt like strong menstrual cramps brewed tea double strength drank lemonade delicious refreshing even s hot tea s pretty palatable last trimester summer though always drank iced also used evening primrose oil suppositories last 5 weeks really believe two factors main reason labor delivery fast easy,0.00980392156862745,0.5,0.019230769230769232,0.0,0.0,0.0,0.00980392156862745,0.5,0.019230769230769232
212698,B00020HHAO,AZU4M5K1N2LAB,ILuvShoes!,9,9,5,1295395200,A must have if you have painful heavy periods,"I had very painful cramps with Very Heavy bleeding that lasted for 5 days! and this cycle repeated every 21 days! So I would have a full period twice a month!! I was miserable and had to schedule my life around my cycle, because I was doubled over in pain or afraid of the embarrasment of bleeding onto my clothes! A friend recomended drinking this tea and my life changed!! I no longer have ANY Cramps!! the bleeding has subsided to 3 days with a normal flow and now my cycle is regulated to every 26 days or once a month. I have more energy and vitality and dont have to call in sick anymore!! This tea is blessing not only for pregnancy but for your menstrual cycle as well!! I tell every woman I know about this tea!! No need for birth control pills or other hormonal intervention. I love its pleasant light taste and enjoy drinking a cup a day.",must painful heavy periods,painful cramps heavy bleeding lasted 5 days cycle repeated every 21 days would full period twice month miserable schedule life around cycle doubled pain afraid embarrasment bleeding onto clothes friend recomended drinking tea life changed longer cramps bleeding subsided 3 days normal flow cycle regulated every 26 days month energy vitality dont call sick anymore tea blessing pregnancy menstrual cycle well tell every woman know tea need birth control pills hormonal intervention love pleasant light taste enjoy drinking cup day,0.03125,0.75,0.06,0.0,0.0,0.0,0.03125,0.75,0.06
194290,B000VDL7RG,A2YA69AO4KUHWW,DG,2,2,5,1276473600,Best BBQ Sunflower Seeds,"I love sunflower seeds and eat a lot. I try a lot of different brands and flavors. These are the best BBQ flavored seeds. Try them and you will see that I'm right. For other flavors, I recommend different brands so I'm not sold on any brand.",best bbq sunflower seeds,love sunflower seeds eat lot try lot different brands flavors best bbq flavored seeds try see m right flavors recommend different brands m sold brand,0.14814814814814814,1.0,0.25806451612903225,0.07692307692307693,0.6666666666666666,0.13793103448275862,0.14814814814814814,1.0,0.25806451612903225
26396,B001JYVT60,A3NMA7RSO2HMBG,BPF,9,9,4,1270771200,Doesn't last long for agressive chewers,I don't like all the controversy surrounding rawhide bones and don't want take the risk of my Lab getting a blockage so I exclusively give him Booda bones which are safe. My lab is an aggressive chewer and considering this is edible it makes him that much more excited as he LOVES food. He enjoys these bones but devours them in less than 20 minutes. I usually give it to him for a few minutes until he eats half of it and then I take it away to save for next time. This obviously would get very expensive so he has his non-edible Nylabones most of the time and these are special treats.,nt last long agressive chewers,nt like controversy surrounding rawhide bones nt want take risk lab getting blockage exclusively give booda bones safe lab aggressive chewer considering edible makes much excited loves food enjoys bones devours less 20 minutes usually give minutes eats half take away save next time obviously would get expensive nonedible nylabones time special treats,0.03636363636363636,0.4,0.06666666666666667,0.0,0.0,0.0,0.03636363636363636,0.4,0.06666666666666667
7506,B0001M0Z3O,A3F3B1JPACN215,Michael G. Lustig,4,4,5,1265673600,It is what is advertised,"Yes, there are higher HU products but this is exactly what is advertised.  I use this to make a tincture to reduce high blood pressure.  Comment if you want more info.",advertised,yes higher hu products exactly advertised use make tincture reduce high blood pressure comment want info,0.03125,1.0,0.06060606060606061,0.0,0.0,0.0,0.03125,1.0,0.06060606060606061
27997,B000I200NC,A21ZSSMN4OI30S,"A. Mulder ""internet shopper""",0,0,5,1168300800,chai Latte at home,This is as good as the restaurant stuff!  Consistently great because it is pre-measured.  Easy to take with you.  Just add hot water.<br /><br />I will definitely buy this again!,chai latte home,good restaurant stuff consistently great premeasured easy take add hot wateri definitely buy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
404977,B0030VJ9K8,A2BT4NQWOUS5C0,sandybeaches,0,1,5,1283299200,Easy and tasty,"These pouches are the next best to homemade.  When I don't have time to steam and blend my own baby food, I always reach for happy baby!",easy tasty,pouches next best homemade nt time steam blend baby food always reach happy baby,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89981,B002LANN56,A3EM243NDJ4DF3,"T Rose ""T Rose""",0,0,3,1350604800,Weird texture but dogs love it.,The brown pieces of food have a bizarre almost rubbery texture to them but my dogs absolutely love this dog food.<br />I can't justify the price for use on a daily basis (especially given that the ingredients aren't exactly top quality compared to come other brands) so we've been using it as treats and training aids.<br />I cant say enough about how much my dogs love this food.  If it was up to them we'd be using Chef Michael's exclusively.,weird texture dogs love,brown pieces food bizarre almost rubbery texture dogs absolutely love dog foodi ca nt justify price use daily basis especially given ingredients nt exactly top quality compared come brands ve using treats training aidsi cant say enough much dogs love food d using chef michael s exclusively,0.06,0.75,0.1111111111111111,0.04081632653061224,0.6666666666666666,0.07692307692307691,0.06,0.75,0.1111111111111111
84224,B000FYVKRS,A21U3Z1A9SWQ0X,hugh,0,2,5,1251763200,Beef hearts,"If you like the savory taste of beef hearts, you won't be disappointed by this product. Delicious beef heart flavor in every bite.",beef hearts,like savory taste beef hearts wo nt disappointed product delicious beef heart flavor every bite,0.11764705882352941,1.0,0.21052631578947367,0.0625,1.0,0.11764705882352941,0.11764705882352941,1.0,0.21052631578947367
216106,B001QY04Q4,A2EO70A3IS220F,Ann Marie Ritchie,1,1,5,1313539200,Favorite tea,This is my favorite tea.  It has that lovely flavor and aroma of Ceylon tea.  I drink way too many cups of it each day!  I only wish they had a decaf version.,favorite tea,favorite tea lovely flavor aroma ceylon tea drink way many cups day wish decaf version,0.10526315789473684,1.0,0.1904761904761905,0.05555555555555555,1.0,0.10526315789473684,0.10526315789473684,1.0,0.1904761904761905
218048,B0043OYZ8W,A1PSYROWN621AX,"Judy G. Cole ""Love Lost""",0,1,3,1335744000,DOG LOVES IT....but will no longer order this item.,"I have discovered that this product has things in it that can make my dog sick!!  I feed my dog to keep her healthy, was NOT prepared to kill her as I feed her.  She is on meds and a Healthy Pet food now.  I think the company that sells this product should MAKE SURE they are selling a ""Healthy Product"".<br /><br />Thank you Amazon for the opportunity to ""Inform"" other pet owners of this situation.",dog loves longer order item,discovered product things make dog sick feed dog keep healthy prepared kill feed meds healthy pet food think company sells product make sure selling healthy product thank amazon opportunity inform pet owners situation,0.02631578947368421,0.2,0.046511627906976744,0.0,0.0,0.0,0.02631578947368421,0.2,0.046511627906976744
555748,B001TLY7BM,A3RQY6UB6IVMR9,"Se ""SN""",0,0,5,1293148800,Paw Lickin' meal,"The cats couldn't lick their paws enough after eating this cat food. I highly recommend it. It looks good, smells good and according to the two boy cats I have, it tastes good.",paw lickin meal,cats could nt lick paws enough eating cat food highly recommend looks good smells good according two boy cats tastes good,0.034482758620689655,0.3333333333333333,0.0625,0.0,0.0,0.0,0.034482758620689655,0.3333333333333333,0.0625
512329,B001BCUBTQ,A24R5N540QBL2C,S. Houle,1,1,5,1303516800,my cats love this food,from kitten to senior they all love this food in my house they will eat all the fruit pieces first. They are all healthy & happy cats been using this product for years we love it!,cats love food,kitten senior love food house eat fruit pieces first healthy happy cats using product years love,0.14285714285714285,1.0,0.25,0.05,0.5,0.09090909090909091,0.14285714285714285,1.0,0.25
45727,B0041NYV8E,AG36DMYKO3HPM,"P. McCoy ""Friend of Bill W. and Dr. Bob""",0,0,5,1328140800,Received One Packet for Review - Tastes Good!,"The only drawback to receiving only one packet is that it does not include the dietary information that I expected.  It tastes good and, at the same time, I would have liked information to determine if this would fit well with my health plan.  Without this information, I would be reluctant to order more.",received one packet review tastes good,drawback receiving one packet include dietary information expected tastes good time would liked information determine would fit well health plan without information would reluctant order,0.15625,0.8333333333333334,0.2631578947368421,0.0967741935483871,0.6,0.16666666666666666,0.15625,0.8333333333333334,0.2631578947368421
551020,B000XEV9YE,A2KGL9TQQOKL9K,Dave Jackson,0,1,5,1322956800,Great,"Very good, it was a Christmas gift for my father who loved it. Surprised by how much it came with, but in the end I was very glad as it was enjoyed by all for several months.",great,good christmas gift father loved surprised much came end glad enjoyed several months,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
324452,B00164YEJ2,A1GAOLN5D83UGI,nonnas princess,1,1,4,1306627200,Nice,These tulips were very nice. They were colorful and the bouquet was full not skimpy I was pleased for the price,nice,tulips nice colorful bouquet full skimpy pleased price,0.09090909090909091,1.0,0.16666666666666669,0.0,0.0,0.0,0.09090909090909091,1.0,0.16666666666666669
68010,B001L492LW,AESXR5WVO087C,R. G. Brown,0,0,5,1351123200,give this product a try,"You love them, don't love them or you will never try eatting<br />anchovies. That is usually the way it is. For those of you who<br />are passionate and really enjoy eatting anchovies then give<br />this product a try. Whether eatting them just because, putting<br />them in salad or saving some money and putting them on pizza<br />slices, this product does not disappoint. Not much more to add<br />if you have read the other positive reviews here about this<br />particular product. Upon placing the order the product arrived<br />8 days later. My only issue was one of the bottles appeared<br />slighty ajar and the oil/liquid had slightly leaked out. The<br />product seemed well packed so I can only assume it may have<br />been roughed up by the delivery company. All things considered<br />giving this product five stars and I highly recommend.",give product try,love nt love never try eattinganchovies usually way whoare passionate really enjoy eatting anchovies givethis product try whether eatting puttingthem salad saving money putting pizzaslices product disappoint much addif read positive reviews thisparticular product upon placing order product arrived8 days later issue one bottles appearedslighty ajar oilliquid slightly leaked theproduct seemed well packed assume may havebeen roughed delivery company things consideredgiving product five stars highly recommend,0.029850746268656716,0.6666666666666666,0.05714285714285715,0.015151515151515152,0.5,0.029411764705882356,0.029850746268656716,0.6666666666666666,0.05714285714285715
78289,B005X5GBEG,AXATNC1DCF8Z5,HunterS,3,6,5,1330905600,Delicious,"Before drinking SAMU, I would have never thought of buying coconut water. SAMU is so refreshing that it has made me a believer!",delicious,drinking samu would never thought buying coconut water samu refreshing made believer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
152711,B0018CIPS8,AH2NM0XRJ40TC,A. Guilbault,1,1,4,1289865600,Great Dry Cat Food,"I am very happy wit Taste of the Wild Dry Cat Food, Rocky Mountain Feline Formula with Venison and Salmon. My cats all love it. It's high protein/low carb, so good for chubby kitties.",great dry cat food,happy wit taste wild dry cat food rocky mountain feline formula venison salmon cats love s high proteinlow carb good chubby kitties,0.13043478260869565,0.75,0.22222222222222218,0.09090909090909091,0.6666666666666666,0.16,0.13043478260869565,0.75,0.22222222222222218
388820,B008BLFFAK,A33OOC8GQCLLHI,Earl,6,11,1,1295308800,expensive!,I do like Cheerios and I like the honey nut the best.<br /><br />I just cannot believe the price here!  The local stores have this at less than half this price and you don't have to buy 3 boxes of it.,expensive,like cheerios like honey nut besti believe price local stores less half price nt buy 3 boxes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
509882,B004NCBZQO,A2GMNCJKRTV0HN,TrikeRider,0,0,5,1323907200,Great healthy on-the-go Snack!,"I was searching for healthy, no-mess snacks for my on-the-go lifestyle. I LOVE the new packaging for so many of the fruits/veggies! No spoon, no spill or drip... and very, very convenient!<br /><br />These taste like flavored applesauce - they have the applesauce texture, but also include veggie puree. Yum!",great healthy onthego snack,searching healthy nomess snacks onthego lifestyle love new packaging many fruitsveggies spoon spill drip convenient taste like flavored applesauce applesauce texture also include veggie puree yum,0.10714285714285714,0.75,0.1875,0.0,0.0,0.0,0.07142857142857142,0.5,0.125
120856,B006SJOFLM,AEFCE0C7P71CX,destiny,0,0,5,1340323200,great size and great taste!,yummy yummy yummy in my tummy yummy! this stuff is so awesome its making me sing dora and i hate dora! it a perfect size with perfect taste,great size great taste,yummy yummy yummy tummy yummy stuff awesome making sing dora hate dora perfect size perfect taste,0.1111111111111111,0.5,0.1818181818181818,0.0,0.0,0.0,0.1111111111111111,0.5,0.1818181818181818
491409,B001P05K6I,A3PKU6S0P7VN78,Christina41586,0,0,4,1320537600,Kiss Bad Dog Breath Goodbye,"So I love CET chews. I usually purchase them from the vet, but I can get the same thing online for cheaper, so its nice. The only issue I have is that my dog is a violent chewer. He's a little dog, but I have to get these medium ones because he'll just swallow the small dog ones whole!",kiss bad dog breath goodbye,love cet chews usually purchase vet get thing online cheaper nice issue dog violent chewer s little dog get medium ones ll swallow small dog ones whole,0.03225806451612903,0.2,0.05555555555555555,0.0,0.0,0.0,0.03225806451612903,0.2,0.05555555555555555
313819,B004JRO1S2,A35LT14WG5BX0T,Lola Bunny,0,0,5,1315612800,Love it!,"Our family eats at Taco Bell on the rare occasion, and I've never been a big fan of their food.  Their sauces on the other hand, I've always liked.  And not only is it cheaper and better quality ingredients to make your own tacos for your family, but now you can have the awesome sauces, too.  I really like this one quite a bit.  It's got a little bit of a kick to it, and it's my husband's favorite.<br /><br />A little bit does go along way, and I cannot imagine anyone using the ""serving size"" of 2 tablespoons!  A teaspoon per taco is MORE than enough.  And I like it that way, that you get plenty of value out of the bottle.  Will definitely buy again, and will buy other flavors as well.",love,family eats taco bell rare occasion ve never big fan food sauces hand ve always liked cheaper better quality ingredients make tacos family awesome sauces really like one quite bit s got little bit kick s husband s favoritea little bit go along way imagine anyone using serving size 2 tablespoons teaspoon per taco enough like way get plenty value bottle definitely buy buy flavors well,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95410,B007P4BX1Y,A3IWS3J7WZKQDU,Pleased Customer,1,2,1,1337904000,Disappointing after tasting another brand,"I first bought another brand of coconut butter and found it to my liking in every way. Hoping that all brands will not be so different from each other, I tried Kevala, and was disappointed to find its texture too coarse and dry, as if dried juiced out coconut meat was processed by blender. It does not have the silkiness and softness of coconut flesh as in the other brand. So much for trying another brand; I will stick to the first one I bought.",disappointing tasting another brand,first bought another brand coconut butter found liking every way hoping brands different tried kevala disappointed find texture coarse dry dried juiced coconut meat processed blender silkiness softness coconut flesh brand much trying another brand stick first one bought,0.06382978723404255,0.75,0.11764705882352941,0.021739130434782608,0.3333333333333333,0.04081632653061224,0.06382978723404255,0.75,0.11764705882352941
440007,B000B6O4LO,A3U0FF0S4NGV08,WayneBob,2,2,4,1303171200,Is this really Sky *Line* ??,"I have a box of frozen Skyline from the grocery, and a pack of this stuff (which is pretty good.)  The manufacturer on the back is listed as ""SkyTime"" at ""4180 Thunderbird Lane, Fairfield, OH 45014"" which is ALSO the address of the real thing, ""Skyline, Inc.""<br /><br />So is this stuff really Skyline?  Why not advertise as such?  Oh well;  it's good and I can make my own low-fat variation my body tolerates.",really sky line,box frozen skyline grocery pack stuff pretty good manufacturer back listed skytime 4180 thunderbird lane fairfield oh 45014 also address real thing skyline inc stuff really skyline advertise oh well s good make lowfat variation body tolerates,0.014925373134328358,0.3333333333333333,0.028571428571428574,0.0,0.0,0.0,0.014925373134328358,0.3333333333333333,0.028571428571428574
482566,B0035R8WVO,A69NJNZZZTWY6,D. Alandrobish,2,2,5,1317081600,SALT OF THE EARTH!,"If you think that salt is merely salt, listen up! This salt gives a flavor to food that you<br />would have never imagined. Salt is a flavor enhancer, but this salt tastes like the Rolls<br />Royce of them all. If you want to savor your cooking and kick it up a notch or two, I recommend<br />sprinkling this salt on just about anything you can put in your mouth. BRAVO!",salt earth,think salt merely salt listen salt gives flavor food youwould never imagined salt flavor enhancer salt tastes like rollsroyce want savor cooking kick notch two recommendsprinkling salt anything put mouth bravo,0.03225806451612903,0.5,0.06060606060606061,0.0,0.0,0.0,0.03225806451612903,0.5,0.06060606060606061
450259,B002SZDJNK,A3CJWSZHGOMRO2,"Chocolaholic ""Choco""",2,2,5,1320883200,dog food for my Bischon Frise,"Since Joy, our Bischon Frise, started eating this food, her fur is no longer oily.  She smells much better.<br /><br />The pieces are very small and easy for her to eat.",dog food bischon frise,since joy bischon frise started eating food fur longer oily smells much betterthe pieces small easy eat,0.06382978723404255,0.75,0.11764705882352941,0.021739130434782608,0.3333333333333333,0.04081632653061224,0.0425531914893617,0.5,0.0784313725490196
212988,B0029NICD8,A3MO699KPZP0LM,"Cajun J ""LouisianaBistineau""",1,2,3,1319846400,Pros and Cons,"Pros:<br />-  Packaging keeps portions noticeably fresher than cans.<br />-  Portions are (for my cats) ideal servings.  They are not large cats, but not kittens either.  Each pack seems to be just the right amount.  I no longer have opened, half full, cans of food sitting around that sometimes go to waste.<br />-  Dispensing into the bowl is a much more clean process than with cans.<br />-  Variety of flavors in each box.<br /><br />Cons:<br />-  Despite the Pros, I had to give it 3 stars because both of my cats (and a catfood eating dog, don't ask) will only eat the pouches that contain tuna.  That means 1/2 of the pouches seem to end up going to waste. I can remedy this by purchasing differently, but felt it was important since 3/3 pets agreed at my house.<br />-  If your cat is large, the portions will most likely be too small.<br /><br />Tip: Shake the pouch by holding it at the top before opening the top.  This pushes all of the juice down to the bottom of the pouch.  There is a chance when you rip it open that you'll get catfood juice on your hands if you don't.",pros cons,pros packaging keeps portions noticeably fresher cans portions cats ideal servings large cats kittens either pack seems right amount longer opened half full cans food sitting around sometimes go waste dispensing bowl much clean process cans variety flavors boxcons despite pros give 3 stars cats catfood eating dog nt ask eat pouches contain tuna means 12 pouches seem end going waste remedy purchasing differently felt important since 33 pets agreed house cat large portions likely smalltip shake pouch holding top opening top pushes juice bottom pouch chance rip open ll get catfood juice hands nt,0.01020408163265306,0.5,0.019999999999999997,0.0,0.0,0.0,0.01020408163265306,0.5,0.019999999999999997
127362,B005VOONKI,A14MSHFCXPARFS,Latin Pod,2,4,1,1337040000,Very Weak,"If you like dark, bold and strong coffee, you will not like Marley Coffee & Tea One Love Organic Coffee.  The product is packaged in convenient one cup serving packets, but it's very weak and almost tasteless.  It took at least two packets to make one half way decent cup of coffee.  Therefore, unless you like watery coffee, I would not recommend that you purchase this product.",weak,like dark bold strong coffee like marley coffee tea one love organic coffee product packaged convenient one cup serving packets s weak almost tasteless took least two packets make one half way decent cup coffee therefore unless like watery coffee would recommend purchase product,0.022222222222222223,1.0,0.04347826086956522,0.0,0.0,0.0,0.022222222222222223,1.0,0.04347826086956522
155958,B001F2GDNK,A2GCNZU5ZZWLH9,Lexie,0,5,1,1316476800,Unpleasant Order,My dog just smells the food and walks away. We have tried wetting the food mixing tuna fish water drained from the canned tuna.<br />Just something about the content that gives the food an smell Lexie doesn't care for.<br />Our dog is thirteen years old and is spoil to one type of dry dog food.<br />We can not recommend this product.,unpleasant order,dog smells food walks away tried wetting food mixing tuna fish water drained canned tunajust something content gives food smell lexie nt care forour dog thirteen years old spoil one type dry dog foodwe recommend product,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
